Aggressive with effort. Relaxed with outcome.
"Friendly reminder that you're allowed to be stressed, angry, sad, frustrated, annoyed, aka have things generally not go your way…and still get shit done."
"The easiest high stakes decision filter I have is:
""Do what makes you proud, not popular."""
"The people that say I'm hard on myself typically weren't hard enough on themselves. Before following someones directions, look where their directions got them."
"Hard work &gt; Talent
Smart work &gt; Hard Work
Consistent hard work &gt; smart work
Consistent Smart work &gt;hard work

But you gotta do hard work to learn what smart work is. 
And you gotta do it consistently to even see it work to begin with."
"Wealth isn't about having a lot of money.
It's about not needing anymore."
You prove haters wrong with outcomes not arguments.
"The only scheduling that has worked for me:
Schedule in the long term important stuff and assume urgent matters will fill in the cracks. And 9 times out of 10 urgent (unimportant) matters resolve themselves by ignoring them long enough to accomplish the important ones."
"The biggest lie I believed for the first 10yrs of being a business owner was that scaling was about getting more customers. It's about getting customers to never leave.

Scaling looks like a flat retention curve, and when your business never gets smaller, it scales by default."
You'd be amazed how much more you win when you  *actually* do ten times more than your closest competitor.
"Lie: ""Quit your job so you never have a boss again!""

Reality: Your new boss is far more ruthless, gives no days off, and will fire you without notice on your first mistake.

Your new boss is called the customer."
Hiring the wrong person is like putting diesel in a gas car. Everything looks fine until you try to drive them.
"""Follow your passion and you'll never work a day in your life."" False.
Reality: Follow your passion and you'll work every day of your life and mediocre people will tell you you're wrong everyday for not living your life the mediocre way they do."
"The goal is to just have enough partners to get what you want. Whenever you bring new people into your life, assume the most will not work out. In the beginning, you have no options, so expect to get burned more. It does get better. It just sucks more in the beginning."
"Entrepreneurship is an unending process of trading your time for increasingly valuable activities. The myth is that you will get to a point where you no longer are needed, but if you continue to grow as your company does, you will become more valuable, not less."
"How to spot a liar:

They say ""trust me""
Their past does not align with their promises
What they say and what they do are different (and they always have an excuse after the fact)"
"People will spend a 1000 hours trying to make passive income and those same 1000 hours put to making active income would make them more than the passive income would ever make over the rest of their lives.

The people who have the most passive income start with high active income.

You've gotta have stuff to invest first - and - the ability to lose as you learn.

Don't believe the lie. A few get lucky on passive income schemes. But no one gets rich. 
Except for the one promoting them (which is their active income - surprise)."
"You just have to accept that career liars have more experience lying than you have detecting with liars. They lie all the time. You only get someone lying to you occasionally.

Once you find a partner or two who do what they say they will do, hold on to them and don't look back."
"If I could tell my 22-year-old self one thing about sales: Stop trying to convince people who can't afford it. A broke person who says yes is worse than a rich person who says no.

If you want to get money, go where the money is."
"There are two groups of people:
People who see failures as setbacks.
People who see failures as mile markers.
The second group goes farther."
"5 things that happen when you stop making failure mean something about you:

1) You try bigger things
2) You recover faster from setbacks
3) You take more calculated risks
4) You learn lessons instead of wallowing
5) You become dangerous to your competition"
"Before you succeed people will say ""Why are you working so hard?""
After you succeed people will say ""Why are you working so hard?""

Get used to it."
"Content (that makes money) isn't just about getting attention. It's about keeping attention long enough to deliver value.
If you just get attention but return nothing for it, you are literally loud noise. It gets attention but everyone feels worse for it."
"Successful creators write 100 posts to find 10 that work. Unsuccessful ones write 10 posts and wonder why none work.
Quantity creates quality.
Volume negates luck.
You're not doing enough."
"Successful people do important things first, urgent things second.
Average people do urgent things first and important things only when circumstances for them to. 
Losers avoid both."
"It's okay to quit things you're good to pursue things that have more upside. Just make sure you're quitting because the other thing *actually* has more upside, not because it's new and you just haven't discovered the unknown downsides yet."
"Happy customers tell 3 people. Unhappy customers tell everyone. You'll get more our of finding ways to minimize customers unhappiness than trying to create ""more happy customers"". When you remove all pain from delivering value, happy customers just come as a by product."
It's okay to be obsessed with something everyone else thinks is boring. The world runs on people who care way too much about things most people don't think about at all.
"Good leaders incentivize people to perform.
Great leaders sell people on the mission. 
The best leaders get people to think the mission was their idea to begin with."
"If the same person comes to you with problems everyday, and they're not your spouse or child, probably worth removing them from your life until they can come to you with solutions."
"When you die, all your problems become other people's problems.
But when other people die, most of their problems die with them
Which means most of the things you call problems never really mattered to begin with
If you can't pass them on, they're probably not worth holding onto."
"If your friends aren't happy about your success, they're not your friends."
"Levels of influence:
1) Tell them what to do with authority
2) Incentivize them with reward
3) Sell them on it with persuasion
4) Get them to think it was their idea
If you want buy in, don't just sell, seed. We defend what we help create."
"You can't both be in control of your life and also blame other people for it. Taking responsibility is about power not blame. You do it for yourself, not because you think the other person deserves forgiveness."
"Want to know who your real friends are?

Tell them about a big goal you achieved and remove everyone who downplays it - immediately."
"This is my ultimate signal to noise filter (it's written on my whiteboard above my computer screen):
Whenever someone brings me a problem...
1) What does that mean?
2) How do you know that
3) Why does it matter?

Logic - Evidence - Utility."
"In 100 years, everyone reading this will be dead.

Their problems, worries, and opinions won't matter.

Neither will yours.

Think of it like a delayed universal blank slate - yours to paint as you see fit."
People who have nothing to lose have everything to say about what you might lose by doing the thing they were afraid to do even though they have the same thing to lose as you - nothing.
Losers becomes losers by being afraid of losing.
"Passionate people work when they feel like it.
Committed people work because they've removed all other options.
The second beats the first every time."
"If you've been thinking about starting a business for more than 6 months, stop.

Just offer to do something. Anything. For someone else. In exchange for money. Today.

And when you do, congrats, you own a business. 

Now you just gotta do more and better until the day you die."
It’s easier to shit on someone’s goal than it is to know you want it too and realize you were too big of a coward to try for fear of not getting it.
"Building for legacy is a socially acceptable way to procrastinate the good you could do today to ""tomorrow"" under the assumption that the people who inherit your ""impact"" will be as good at allocating it as you were at acquiring it. 

Unlikely. 

Do good while you're alive."
"The purpose of a hammer is to hit stuff.
Whether the hammer was good or bad is based on whether it was used to build or destroy.
To find the purpose of anything, look at what changed as a result of its existence.
To find your purpose, look at what changed because of you."
"Friendly reminder that AI will never be worse than it is right now.

If you assume any rate of improvement over any reasonable period - learning how to use it becomes your #1 priority."
"3 types of business problems:
1) You don't have enough customers
2) You don't keep the customers you have
3) You don't make enough per customer

Figure out which one you're dealing with, put all your resources towards that, and ignore everything/everyone else."
"New entrepreneurs worry way too much about whether something is scalable and not enough about whether it's valuable.

Solve real problems and real money follows."
"When you're on your deathbed, you won't regret cutting shitty people out of your life. You'll regret keeping them in it."
"You don't have to be the smartest to win.

You just have to be the last man standing.

Pain tolerance &gt; IQ"
"To any employees who have a new manager that forces them to do more work. Instead of disliking them, just remember that the more work you do, the more valuable you are. So whether you like it or not, they are helping, not hurting you."
I’ve never seen anyone who asked me: “Why are you working so hard?” win at anything.
"Work so hard you become every teacher’s top student. 

Work so hard you make a losing strategy a winning strategy. 

Work so hard, the people who helped you claim your success, because it’s bigger than their own. 

Violence is the answer."
Taking off Saturdays &gt; Taking off Sundays.
Customers become friends faster than friends become customers.
"Buy shit from your friends businesses and try and get free shit from strangers.

Not the other way around."
"Sourround yourself with people who make you believe in a bigger version of yourself, not force you to adopt a smaller version of yourself to accommodate their smaller version of themselves."
"Friendly reminder that your critics will always have something to criticize. 
And they will be right.
Because you aren’t perfect."
My greatest frustration is spending my day reading other people’s AI slop and translating it back into the bullets they probably submitted to write it.
"The people who accomplish their New Year’s resolutions are the people who after failing the first time, don’t wait until next year to try again."
"Unbeatable get shit done combo:
“What would it take?”
+
Don’t take no for an answer.

Then, do what it would take and get whatever you want."
"You will never achieve so much everyone will approve of you.

And if you met everyone, you wouldn’t want their approval because it would mean being someone else - then you’d hate you.

Better to be hated by others than by yourself."
"You will never do enough to get love from your haters. 

You will never have enough proof to satisfy your doubters.

So just make sure your biggest hater and your biggest doubter isn’t yourself."
"In a post scarcity world, there will still be scarcity.

People will still want scarce human stuff

Ex: We watch humans play chess even though computers could beat them. 

Taylor swift will still have people who want to go to her concerts.

It’ll be an “and” not an “or” situation"
"Bad sales sound like selling.
Bad marketing looks like marketing. 
Bad copy reads like copy. 

You don’t hate marketers, salesmen, or copywriters. You just hate the bad ones. The good ones you buy from every day and don’t even think about"
"To get the most people to buy, sell at the time of greatest need, not greatest value. A thirsty man is more likely to buy water before he drinks it."
"Whenever someone wrongs you, remember the punishment you want them to suffer is the life they already have. You can’t inflict more pain on someone than an immoral person inflicts on themselves."
"For all the AI doomsdayers. As long as you’re competing against people for your relative status, you still have the same competition: people. And you win the same way: just do more than the next guy. Remember: Some people just realized u can get email on your phone."
"In a world of infinite AI labor and intelligence, the last valuable thing a human will get paid to do will be to take risk."
"The more big things you work on, the more you realize:
“80% done” is only a third of the way there.
“90% done” is actually halfway there.
Masterpieces are made in the details.
Good shit takes time."
People get stuck when they realize that success costs way more than they expected. They have to trade things they weren’t originally willing to trade in order to keep progressing. And that’s okay. You can say “this is enough.” You won for you. That’s the point.
"A simple way to implement an “AI-first” culture is to try to fill roles with “AI-first.” And only once someone can prove AI can’t, then try humans, second."
Regrets come when we imagine an upside we didn’t experience without factoring in the cost we would’ve had to pay to get it.
"Now that we have AI doing over everything, it’d be nice if we could just get stop lights to work at 4 a.m. and stop being red lights when no one else is there."
"The skills and traits we develop to chase put goals often prevent us from enjoying them once we achieve them.

Calloused hands and a suit of armor are what it takes to earn peace, not enjoy it."
"There's never been a better time to start an AI-first business to disrupt an existing market because all the people in that existing market are busy running their businesses rather than learning AI and using words like ""AI-first"" rather than actually being AI-first."
"We desperately want to learn someone’s true intentions (their desired outcome) because it helps us predict their behavior

But sometimes our worst pain comes from people w the best intentions

If someone only hurts you, you need to start listening to your eyes more than your ears"
“Do more hard things everyday” is a great mantra but it should be less about ice baths and more about making that decision you’ve been putting off for three months.
"Amazon has haters.
Apple has haters.
Nvidia has haters. 

It doesn’t matter how good your product or service is. Someone will find something to hate about it because they get more attention from hating than simply agreeing that your product is good.

Hate is “success overhead.”"
"""If I had ten more of me, I'd be able to scale this thing like crazy""

Sure, but you wouldn't work for you for what you're offering."
"You always lose, until you learn, then you win."
"To achieve great things you have to be willing to be disliked. 

Because in the beginning, you’ll do different stuff than the people around you, and they’ll dislike you for it. 

And in the end, you’ll achieve more than the people around you, and they’ll dislike you for it."
"“I’ll take this day off to figure out this whole OpenClawBot thing” 

- Every entrepreneur on Presidents’ Day weekend."
"Like it or not, some people are just built for war. And the people who aren’t, need them."
"How to know someone uses AI to write:

It’s not X, it’s Y.

Not A. Not B. Not C. But D.

If you choose to use AI to write (all good). Just cut out the forced negatives before the point. Just make the point and move on."
You’re not where you want to be because you don’t have the skills to get there yet. But you have all the time in the world to learn them as long as you never give up.
I no longer feel like I can use an EM dash when writing for fear people think it’s AI.
"A signs of maturity is the ability to love one part of somebody and hate another, without throwing the entire person aside the moment you find something about them that isn’t the way you like.

I’ve learned some of my best lessons from the worst people.

Sunday thoughts."
You have to reject what the vast majority of other people do in order to achieve what other people can’t.
You're not getting what you want because you're not attacking the problems you have enough times and enough ways.
"Everything is hard. Nothing comes easy. It will take longer than you want it to. And you will give up more than you expected to get there.

And in the end, you will have finished what you came here to do. And that will be enough."
Focus is what’s left after removing everything that doesn’t matter.
"When you die, your life will be summarized into facts about your early life, 1–3 short anecdotes showing your qualities, what you meant to others, and who you’re survived by.

Whatever you’re stressed about today won’t make the list."
"If price objections are poison, pain and proof are the cure."
Focus is subtraction.
"You will know you have won when the people you’ve beaten diminish your win by claiming moral superiority. 

Since they couldn’t beat you on the field they’ll make up new rules and call themselves victors."
"The more you win the less people will tell you ""good job"" because it's no longer an exception; it becomes the expectation."
"Above your intelligence, above your work ethic, you will be compensated in proportion to your risk."
"It always takes longer, costs more, and isn’t as easy as you thought it would be. 

And the expectation that it shouldn’t, just makes it take longer, cost more, and be even harder should be."
"It’s often our enemies grow us more than our friends. 

Which means sometimes people we hate may do us more good than the people we love."
"The world will reward you in proportion to your courage, not your intellect."
"If CAC stays flat as you scale, your brand + CRO are working."
The main difference between video games and reality is that feedback loops are slower but there are far more ways to win.
The easiest way to avoid criticism is to avoid being open. It’s also the easiest way to avoid being loved.
"When I want to hurt someone who hurt me, I remind myself that tomorrow they’ll wake up and still be themselves. And that there’s no pain I can inflict upon them that’s worse than them being themselves. And that helps me get over it."
"Bad sales sounds like selling.
Bad marketing looks like marketing.
Bad copy looks like bad copy. 
Good marketing, sales, and copy only do one thing: it gets you to buy. 

When you hear people say that they hate marketing and sales, what they really mean is they hate bad marketing and sales because every other time that you buy it still happened.
It was just good."
How do you balance duty versus enjoyment? https://t.co/84rcr7uJcz
What are YOU really made for? https://t.co/6rET2Y9SIF
Most businesses don’t run out of money. The founders run out of will.
"If you want people to do what you want, just start it with “I’m aligned with your idea, let’s just…[what you want.]”

As long as it’s not too different, most people will just go with it to both get the credit and avoid conflict."
The people I’m the absolute best friends with I have like 4 pictures with.
https://t.co/4yHR8grLrt
"In an age where all skills will be done by AI, what’s left will be the ability to handle uncertainty and rejection.

You’ll still be rewarded for courage to take risk and the ability able to handle criticism.

Cowards will still lose no matter what they have at their fingertips."
"What to do when you're not sure what to do:
Build capacity.

Ex: 
- Go to bed on time when you’re not sure what to do the next day 
- Build an audience when you're not sure what product to sell 
- Add goodwill to your email list when you don’t have a promo
- Get in shape when you don’t have dates lined up
- Save money when you're not sure where to invest 

The thing about opportunities is that they present themselves to everyone and only people with capacity can both recognize and capitalize on them.

So don’t be in the bleachers when that fat pitch comes. Be at the plate. Ready to swing big."
"Your “life impact” is the aggregate number of things that change as a result of the actions you take.

Few things change = low impact life

Lots of things change = high impact life

No matter how much you hate it, your actions not your intentions are what matter."
"If you can learn it, then it’s a skill. And if you can skill it, then you can teach it."
"Don’t stop trying because it didn’t work. 

It never works the first time."
"I had a good lift today with the fellas.

You get 1-2 of those a week and you have a good week. 

You do that 52 weeks a year and you have a good year. 

You do that 52 years in a row and you have a good life."
"Rogan talks about aliens, comedy, fighting, politics, bio-hacking. 

The Rock has WWE, movies, football, fitness, tequila. 

I like business, philosophy, fitness, comedy, &amp; utilitarianism.

You don’t pick your niche. 
You are your niche.

Whats yours?"
It's never too late to get terrible people out of your life.
Normalize saying thank you for the same thing everyday.
"Pro tip for dealing with men:

If you see one do something that you think is admirable don’t tell them “I’m proud of you.” Unless you are clearly their superior, it comes off weird. 

Instead, say “thank you for inspiring me” or “thank you for setting the standard.” It’ll go way further."
"You don’t have what you want because you’re not as good as you think you are.

And you’re not as good as you think you are because you think you worked a lot longer and a lot harder than you really did.

The people beating you worked longer than you or harder than you, or both."
"There are two types of people:

 1. People that work just enough that people don’t criticize them
 2. People that work to be the absolute best there’s ever been 

Do not ask them to work together."
"The writing process:

A slog of improving one thing at a time when there are more things to improve than you have time then eventually making a hard call at some point that all new changes you’re capable of seeing make it worse and calling it ‘finished’."
Our greatest source of suffering is believing there’s something wrong with our suffering.
"AI doesn’t reduce the value of money.
It reduces the value of labor.

Big difference."
Your success in life will boil down to your ability to tolerate difficulty without changing your course of action.
"Free markets generate economic abundance Economic abundance lead to social inequalities.
Social inequalities breed discontent.
Discontented people demand regulations.
Regulations empower politicians.
Politicians restrict free markets."
Everything is hard and no one cares.
"A theme I’ve noticed from ex-employees:

The people who make the least impact take the most credit."
"Something society gets wrong that I believe with my entire being:

a man must have a quest"
It’s much harder to get someone competent to try hard than it is to get someone who tries hard to become competent.
A trait I’ve noticed from all great entrepreneurs: they always ask: “Great. Now how can we do it faster?”
It’s hard because you’re inexperienced not incapable.
"Your entire life will be summarized into a 500 to 1500 word eulogy read by someone else.

That thing you’re worried about probably doesn’t matter. 

Since the end is the same no matter what, you might as well make it interesting for yourself and go for it."
"Most people will not understand this but if you do, it will make you dollars.

Instead of making content that’s got 10 nuggets with 1 reason to do them.

You want to make content that has 1 nugget and 10 reasons to do it.

Don’t just give tactics. Sell them."
"There’s never been a better time to be 18 years old. The amount of education information that is available now from the best minds in business is unparalleled. You get to know everything the best figured out…at age 18. Then you just need to do it, rather than figure out how to do it, which is what it takes so long."
"In the first half of your education, you learn to pay attention. In the second half, you learn to ignore."
"Somethjng that limited my growth for the first half of my career “counting the other guys money.” 

In other words, even if a deal made sense for me, if “the other guy” was gonna make off better than I was off my work, I didn’t want to do it.

It was my ego and my competitiveness that prevented me from taking some really valuable opportunities early on.

Leila (my wife) broke me out of it. Since tben, we’ve adopted a little saying “never count the other guys money.”

If a deal makes sense for you, it makes sense for you. And if someone else makes off even better, good for them. They’ll probably want to do more deals with you in the future. And you’ll probably make even more off those.

Some of the deals I’ve made the most absolute money on were ones where I made someone else even more."
"My favorite deep work week of the year is upon us:

The forgotten week of 26,27,28,29,30,31.

Gifts are unwrapped. You already swapped your stories. Ate your aunts special recipe.

You’re well rested. Time to dig in.

*work-life balance disclaimers apply*"
"It’s an odd feeling when you get old enough to say “I haven’t done that in 20 years” and 20 years ago, you were an adult capable of doing things."
"You cannot both blame someone else for your life and claim you’re in control.

Responsibility and blame are twins. They mean the same thing. The only difference is the first we use to give power to ourselves, the second we use to remove it."
"What people think owning a business is like: doing what you love everyday

What owning a business is actually like:
loving something enough to suffer for it"
"If you make content about stuff you did and share the lessons you learned, you'll do well. 

If you make content about stuff other people did, and share their lessons, you'll do poorly. 

Do cool stuff
Talk about it
Make money
Invest money in doing cooler stuff
Repeat."
"So many people are afraid to start something new because they think they’re about to lose what they have. But losing what you have only matters if you can’t get it back. And the reality is - the door to mediocrity is always open. So you have one of the few asymmetric bets in life. Risk nothing to gain everything. 

When you go after your dreams, you’re not closing any doors, just opening them."
"If you’re stuck between two paths, ask yourself “which of these expands my life more?”

It’s usually the harder, better path.

After all, you can always go back to basic. That door never closes."
"When you’re not sure what to do, doing more is always a great default. 

Action creates insights. Insights creates new actions."
"“Copy success” is good generic advice.

That being said, there are a lot of ways to play any game, and the way to become number one is often not the same way to become second third fourth and fifth. 

And most people are simply happy doing well rather than being the best.

To be number one, you won’t be able to follow the playbook to the top. At some point, you have to write your own rules and do it your own way."
"Beyond a certain point, working hard is table stakes."
"A sign of maturity is doing what you said you would do then, not what you feel like doing now."
"Person to keep (rare):
Commitments > Feelings 

People to avoid (most people):
Feelings > Commitment 

Your word only matters when it’s inconvenient, painful, and less profitable. Otherwise, there’s no point in making the commitment to begin with. Commitments are only for bad times, otherwise they’re just conveniences."
"How to see if someone will snap under pressure:

When shit gets hard, they will prioritize their feelings over their commitment and justify the change claiming their new feelings nullify their previous commitment."
People wildly underestimate how effective trying way harder than your competition works.
"For those of you who want to give up drinking or get in shape as your New Year’s resolution.

Start now. 

Start during a hard season. 

Because if you wait until after the holidays, you already show yourself that you’re unwilling to sacrifice. 

So when another “special occasion” comes, you know you’ll bend or break.

So if you want it to stick, start when it’s hard.

It also gives you an early strong point of proof that this is important to you. “If I didn’t drink on NY, I’m definitely not drinking a Tom’s birthday.”

And at the end of the day, if you think the change you want to make is good, there’s no reason to delay a good thing."
"When in doubt, clear over clever.

Small words. Short sentences. Big opportunities.

Complex confuses. Simple sells."
"The secret to getting what you want:

Doing lots of things you don’t want first."
"No matter what career path you pick in life, it will be hard. So pick something that pays better."
"You probably don’t need smaller goals, just fewer."
"No one can do what they love for work, unless you stay purposefully very small.

That saying only works in the vague, never in the specific.

There are just too many things that suck that have to happen in a business. And 100% of businesses have them.

And when you’re starting out - the person who has to do them is disproportionately - you.

So it’s less about “doing what you love” and more about “loving something enough to do things you hate”

And I think this is the core misunderstanding of people who look at their jobs and say they hate them. Or get into their first business and think they need to quit because “it’s not for them”. 

Most things worth doing are hard. If they weren’t, someone would’ve come along and done it already. 

The world is looking for something who loves a customer enough, hates a problem enough, or both to go through hell to make a dent.

I say this to say:  

You will not love what you do but you may love what comes as a result of your doing.

And - that - can get you through the many nights weekends and years of doing things you hate to get it.

So it’s not “do what you love” it’s “find something you’re willing to suffer for.”

(And that can be your family, a cause, an inconvenience the masses endure, or something you think you can do better). 

There is no better or worse reason. Only reasons that pull you through the dark times and ones that don’t."
"People over complicate business. 

You need two things:  Great product + large distribution  That’s about it.

Everything else distracts from the only things that matter. 

Make it the best. 

Get it in front of more people. 

Repeat until no more people to get in front of. https://t.co/dSz0LQwMyS"
I can’t think of a higher life goal for an author than to write a book governments ban.
"Nothing is easy.

Nothing works the first time.

Everything takes longer than you expect.

Everything is harder than you expect.

You have to force it into existence.

And you have to fight for every inch. https://t.co/lTjcSAEyNb"
“Being good with money” literally just means spend less than you make and put the extra in things that go up not down.
"Losers blame others to feel better.
Winners blame themselves to get better. https://t.co/Qw4CPUyE9I"
"A lot of entrepreneurs build businesses as though it’s a race.

And sometimes they reach their goals.

Then they see someone with bigger goals and a bigger business.

They then try to build their business into that business.
But they can’t.

Because the fastest route to a $10M business is often not the fastest route to a $100M business.

Sometimes big things take time. And often that’s what makes them worth pursuing.

Don’t compare a sky scraper to a townhouse six months into building."
Do only one thing + do it for a very long time = getting whatever you want
"If you’re poor, try the “buy nothing” challenge:
For 30 days, buy nothing except:

1) food
2) rent
3) gas/insurance

Don’t bring your wallet with you when you leave home. 

Pack lunch

See how much u save. Repeat until have as much as you want.

*Pairs well with working 12Hrs/day*"
"""Passion"" comes from the Latin “passio” which means ""suffering"" and ""endurance."" 

So people think that following your passion means doing something you love, when it really means finding something that you are willing to suffer for."
"I had a young man stop me in the street when I was walking who said he followed my advice made $80,000 in sales but stopped because it wasn’t his passion. 

He asked me “what should I do with my life?”

I didn’t have time to answer him then so I’ll say this:

Most people think following your passion means doing something you love, but that’s not true. It means loving the outcome enough that you were willing to endure suffering in order to achieve it.

And it’s usually because people don’t understand what the word passion means. Passion comes from the Latin root of passio, which means suffering and endurance. Ex: the Passion of Christ (his crucifixion story).

So of course the young man who stopped me didn’t love taking sales calls all day. Almost no one does. But no matter what your “passion “is you’re going to have to do way more stuff that you hate in order to pursue it. So thinking about the percentage of your day you dedicate to doing things you love is a very poor measure of whether or not you are pursuing your passion.

And I think simply clarifying that for people who are on their search for what they want to do with their life might make all the difference between picking a goal worth suffering for vs jumping from fleeting interest to fleeting interest until the work becomes hard and never really making progress.

If you aren’t willing to suffer for it, your love is weak."
"You want to keep the latency between when they do something you don’t like, and when you tell them about it as short as you can. https://t.co/dYxHk5QBye"
"The ‘hard’ part of entrepreneurship isnt a rocky cut scene.

It’s years of…
Not knowing if it’s gonna work.

Being in over your head.

Having your idea almost die everyday.

Trying. Waiting. Seeing it not work. Learning. Trying again.

That’s what the ‘hard’ feels like. https://t.co/ndiYNptctB"
Good friendships come out of good business partnerships but rarely do good business partnerships come out of good friendships.
"Find a woman who kills drama instead of starting it, makes life quieter not louder, tells you 

""you're better than these guys, you can beat them,"" 

and wants you to win even more than you do

Then become the man required to attract that woman, and marry her the moment you find her."
I challenge you to have a great day no matter how few reasons there are for it to be a great day.
"You don’t need more sleep.
You need a better reason to get out of bed. https://t.co/DkBxvAqotC"
"Once you figure out what’s holding you back, it might take years to solve it, but it doesn’t make it any less important 12 months later to keep solving it even if you haven’t seen the fruit yet. 

Some problems just take time to solve - AND - it’s worth it."
"What you just did has nothing to do with what you can do.

What just happened has nothing to do with what can happen.

What you haven’t gotten has nothing to with what you can get.

Your past only stop you from winning if you believe it. They’re lessons, not failures."
Focus + patience = whatever you want.
"You get through the lonely chapter of life where you’re more ambitious than your old friend group but don’t have enough proof for your desired friend group by focusing on the work, not the scoreboard.

The scoreboard matters, but you can’t score without first being good. And you can’t get good without first being bad."
"Burn the midnight oil…
Edit the draft again…
Practice the slides one more time…
Create the follow up script for that one off scenario…

There’s no shortcut.

You can take longer to do it.

But it still needs to get done. https://t.co/ZlPimOUICk"
"Figure out what you want.

Ignore the opinions of others.

Do so much work it would be unreasonable that you fail.

Realize it never mattered to begin with.

Help others once you get there. https://t.co/GHu8Xdp3OI"
"I got carded over Thanksgiving break with family buying beer.

So yea, that was peak. Small victories."
"Anything you start, you will suck at. You will be embarrassing. But you will survive.

Then you will realize that looking like a fool lasts a moment, being one that never started lasts a lifetime. https://t.co/J0OXvlKvtd"
"You are using the excuse of lack of passion to disguise your inability to handle difficulty.

Your passion only exists in the vague. even if you start a business around your “passion” 95% of what you do everyday will NOT be your passion.

You’ll just have brief moments where you do that specific thing (if at all) and assuming that thing never changes (which it will).

So if you know that:
1) Unless you get good at your passion, you will have to do things you like less to pay the bills.
2) As soon as you are good at your passion, demand will outstrip your supply of time and 95% of what you do will not be “the thing you love” but stuff you do to support the thing you love, which you may indeed “not love”
3) The 5% of your passion that’s leftover will only be there if your passion doesn’t change (which it will)

Which means the vast majority of your life you will not be doing things you are passionate about. And in the tiny instance you do, it’s likely short lived.

I say all this to say, delaying your pursuit because you’re waiting to find your passion is a fools errand.

Find something people value. Do that thing even though it sucks. Realize there is no greener grass. It all sucks. But it sucks less when you’re good. And the best way to get good is to get started."
The key to being fearless is to have nothing to lose. And the only way to have nothing to lose is to realize nothing in this world belonged to you to begin with. https://t.co/xb4qyk0FtP
"Your life will change the moment you stop judging people by their intentions and start judging them by their influence.

Your friends and acquaintances might say they’re here to help, but if all they do is make your life harder, believe what they do not why they do it."
"This really helped me the first time I heard it.

Champions interpret anxiety as excitement.

“I’m nervous” vs “I’m hyped”

A tiny tweak on how you perceive your own reality can absolutely change whether you thrive or dive under pressure.

How you frame it is how you feel it."
